City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,moranbah,-22.0016,148.0466,75.542,70,86,6.41,AU,1680480534
276,canico,32.6333,-16.85,69.27799999999996,80,20,4.12,PT,1680480535
277,opuwo,-18.0607,13.84,68.61199999999997,38,14,2.07,NA,1680480535
278,salalah,17.0151,54.0924,86.35999999999999,39,0,5.14,OM,1680480535
279,awbari,26.5921,12.7805,69.42200000000004,13,1,4.18,LY,1680480535
280,sisimiut,66.9395,-53.6735,7.322000000000035,78,66,4.15,GL,1680480535
281,oussouye,12.485,-16.5469,74.13800000000005,77,1,3.89,SN,1680480535
282,kirakira,-10.4544,161.9205,86.45,69,84,4.2,SB,1680480535
283,drumnadrochit,57.3344,-4.4799,40.891999999999996,95,99,1.63,GB,1680480535
284,wonthaggi,-38.6044,145.5913,60.09800000000003,64,7,1.52,AU,1680480535
285,tautira,-17.7333,-149.15,83.30000000000001,71,91,2.35,PF,1680480536
286,omboue,-1.5746,9.2618,78.458,85,66,3.67,GA,1680480536
287,oskaloosa,41.2964,-92.6444,70.64600000000004,26,0,4.12,US,1680480536
288,banswara,23.55,74.45,74.44399999999997,39,4,2.4,IN,1680480536
289,ust-koksa,50.2696,85.6108,7.609999999999978,83,30,1.14,RU,1680480536
290,iqaluit,63.7506,-68.5145,3.0560000000000294,80,100,2.78,CA,1680480536
291,puerto ayacucho,5.6639,-67.6236,85.24399999999997,51,100,1.93,VE,1680480536
292,port-gentil,-0.7193,8.7815,82.02200000000005,79,59,5.13,GA,1680480536
293,shimoda,34.6667,138.95,55.38200000000002,67,92,9.38,JP,1680480536
294,bezhanitsy,56.9767,29.8907,27.175999999999988,86,99,4.73,RU,1680480537
295,mimongo,-1.6195,11.6068,69.54800000000003,99,86,0.35,GA,1680480537
296,raga,8.4596,25.678,76.53200000000001,16,12,1.23,SS,1680480537
297,chambar,25.2931,68.812,75.79399999999998,66,2,6.64,PK,1680480537
298,scarborough,54.2797,-0.4044,35.6,84,6,3.36,GB,1680480537
299,kutum,14.2,24.6667,67.94600000000005,14,54,3.66,SD,1680480537
300,ponta delgada,37.7333,-25.6667,56.39000000000002,62,20,3.6,PT,1680480537
301,funehiki,37.4333,140.5833,50.07200000000004,69,44,2.69,JP,1680480537
302,henties bay,-22.116,14.2845,60.656000000000034,91,6,2.49,NA,1680480537
303,lesnoy,57.6198,63.0784,34.17799999999996,81,95,2.57,RU,1680480537
304,belmonte,-15.8631,-38.8828,79.05199999999998,76,53,2.96,BR,1680480538
305,noumea,-22.2763,166.4572,88.05199999999998,99,19,3.82,NC,1680480538
306,olafsvik,64.8945,-23.7142,38.714000000000034,93,100,4.5,IS,1680480538
307,fortuna,40.5982,-124.1573,48.91999999999996,80,99,2.68,US,1680480538
308,christiansburg,37.1298,-80.4089,52.26799999999999,60,0,0.0,US,1680480294
309,ca mau,9.1769,105.15,80.11400000000003,73,14,0.94,VN,1680480355
310,port elizabeth,-33.918,25.5701,70.592,67,100,0.89,ZA,1680480538
311,kontagora,10.3999,5.4695,81.06799999999998,23,19,0.84,NG,1680480539
312,calderitas,18.55,-88.25,82.77799999999996,69,40,4.63,MX,1680480539
313,tromso,69.6496,18.957,28.688000000000045,50,0,5.66,NO,1680480539
314,yermakovskoye,53.2831,92.4003,12.919999999999959,75,78,1.16,RU,1680480539
315,mount isa,-20.7333,139.5,80.63599999999997,28,40,2.57,AU,1680480539
316,natal,-5.795,-35.2094,79.71799999999999,83,0,1.54,BR,1680480278
